,word,iliad_24,iliad_1,corpus
829,πομπός,2,0,3
830,κατερύκανε,1,0,1
831,ἐπένειμε,1,0,3
832,ἄσεσθε,1,0,1
833,Ἶρι,1,0,6
834,ἀρήξειν,0,1,2
835,ἄξω,0,1,4
836,ἑνδεκάτῃ,1,0,1
837,βωτιανείρῃ,0,1,1
838,ἐμῷ,2,1,39
839,πεπίθοιμεν,0,1,1
840,ᾧ,6,3,92
841,ἀνδροφόνους,1,0,3
842,εἵλετο,1,0,38
843,θηοῖό,1,0,1
844,ἔπεα,2,1,128
845,κόμης,0,1,1
846,ἑκατόμβας,0,1,20
847,εἴπω,1,0,48
848,ῥήγεα,1,0,11
849,ἑήνδανεν,1,0,1
850,Πριάμοιο,3,1,69
851,πανάποτμος,2,0,2
852,ἕλωμαι,0,2,5
853,ἑλίκωπες,1,1,3
854,θρόνον,1,0,10
855,ποιμένι,1,0,28
856,ὀμίχλη,0,1,1
857,τίμησόν,0,1,1
858,ἡμένη,0,1,3
859,ἐξέλετο,1,0,4
860,ἐγείρει,1,0,4
861,νώμησαν,0,1,4
862,θύρην,1,0,8
863,Φθίην,0,1,8
864,βασιλῆος,1,2,20
865,δαμᾷ,0,1,1
866,ὅππως,0,1,19
867,ἐπιδεύετ,1,0,1
868,ἐποιχόμενος,1,0,9
869,εὐρύ,0,3,39
870,κάμω,0,1,1
871,εἰλήλουθα,1,0,7
872,σφοῦ,0,1,1
873,ὀλίγος,0,1,4
874,ἀναφαίνεις,0,1,1
875,ἔδειραν,0,1,3
876,ἴδω,1,0,3
877,ἐξεσίην,1,0,2
878,γηράσκοντα,1,0,2
879,Ἀτρεΐδα,0,2,3
880,πόρε,1,1,24
881,παλάμῃσιν,1,0,4
882,σπερχομένοιο,1,0,1
883,ἐλεαίρεσκον,1,0,1
884,δοιώ,3,0,8
885,κῆρ,1,3,75
886,μέν,61,48,1880
887,ἀργυρότοξος,1,0,10
888,ἠχήεσσα,0,1,1
889,Αἴας,0,1,98
890,μέγ,0,2,64
891,Νέστωρ,0,1,59
892,ἐερσήεις,1,0,1
893,χέων,0,1,8
894,ἕζετο,1,4,32
895,κέρσαντες,1,0,1
896,εἵνεκ,0,1,13
897,ὁμοκλήσας,1,0,9
898,μεγάλ,0,2,18
899,ἔτισας,0,1,1
900,γέρας,1,13,39
901,κῆρι,3,0,15
902,ἐστέ,0,1,5
903,κήαιεν,1,0,1
904,κέ,2,2,113
905,ἔλασε,1,0,2
906,δμῳῇσι,1,0,7
907,ἔδεισεν,2,2,8
908,λεύσσετε,0,1,1
909,φίλτατος,3,0,12
910,ὤμοισιν,0,1,24
911,φέριστε,1,0,5
912,ἀποτείσομεν,0,1,1
913,ἐπίσκοπος,1,0,3
914,ἱλάσκεσθαι,0,1,1
915,ἐξενάριξε,1,0,15
916,ὀλίγον,0,1,20
917,γοάοιμεν,1,0,1
918,αἰνά,0,1,4
919,μαντοσύνην,0,1,1
920,μῆρε,0,1,2
921,Κάλχας,0,1,4
922,τότε,0,7,170
923,Ἄρης,2,0,50
924,ἔασας,1,0,2
925,κλέψαι,3,0,3
926,νύ,5,4,117
927,ἄλγε,1,2,22
928,ἀπαλεξήσαιμι,1,0,1
929,εἰσαγαγών,1,0,2
930,πόλις,1,0,28
931,ἐξέφερον,1,0,5
932,ἔθηκας,1,0,4
933,θαρσήσας,0,1,4
934,ἐπίτειλον,1,0,1
935,ἄγουσι,0,1,4
936,ἀχνυμένῃ,1,0,1
937,τοῦδ,0,1,8
938,ἑλοῦσα,0,1,14
939,πόντῳ,1,0,43
940,ἐγώ,19,18,528
941,Ἴλιον,5,1,85
942,νηός,0,3,96
943,ποτε,3,7,77
944,προκείμενα,1,0,14
945,ἐσόψεται,1,0,1
946,ἔχουσι,1,0,16
947,σκήπτρῳ,0,2,8
948,πτόλεμόν,0,1,2
949,τῖ,1,0,2
950,περ,24,15,494
951,θεόν,1,2,33
952,καλλιζώνων,1,0,2
953,ξύνιεν,0,1,1
954,ὀφθαλμοῖσι,2,0,20
955,Βριάρεων,0,1,1
956,κατέδυ,0,2,12
957,μαχεσσαμένω,0,1,1
958,προτόνοισιν,0,1,3
959,πτερά,1,0,9
960,τεήν,1,0,3
961,ἀφίκωμαι,1,0,2
962,βουλήν,0,1,27
963,ἄλλοισιν,0,1,8
964,δαιτός,1,3,23
965,Πάτροκλε,1,0,8
966,θνητῶν,0,2,11
967,ἐσσι,1,3,50
968,κλαίω,1,0,2
969,παρέζεο,0,1,1
970,Δαναῶν,3,4,71
971,ταχυπώλων,2,0,9
972,στενάχοντα,1,0,11
973,ἐξεπράθομεν,0,1,1
974,κνίσῃ,0,1,5
975,θεάν,1,0,1
976,τολύπευσε,1,0,2
977,νεκροῖο,2,0,3
978,συμπάντων,0,1,2
979,Χρυσηΐδα,0,4,4
980,Ζεῦ,1,2,51
981,Πάριν,1,0,3
982,πᾶσιν,3,4,68
983,νεμεσσητόν,1,0,7
984,ἀλιτήμων,2,0,2
985,Χρύσην,0,6,6
986,οὐδῷ,1,0,4
987,ἀγορεύεις,1,1,36
988,ὠμηστῇσιν,1,0,1
989,χολωθείς,0,1,7
990,Πυλίων,0,1,9
991,καλλιπάρῃον,0,6,8
992,ἵπποισι,1,0,13
993,φερέμεν,4,0,5
994,ἤϊε,1,2,9
995,πόδας,6,6,85
996,ἔθεσαν,0,1,5
997,διογενές,0,1,31
998,ἕκαστος,0,1,66
999,ἀλεγεινά,1,0,5
1000,πύθηαι,1,0,5
1001,πολέες,2,0,22
1002,παρ,0,1,111
1003,αὐτῶν,0,1,47
1004,ἀργεϊφόντην,3,0,5
1005,λιποῦσ,1,0,3
1006,εἴσω,2,1,52
1007,αὐδή,0,1,2
1008,Ζεύς,7,11,253
1009,βωμός,1,0,6
1010,μυθήσασθαι,0,2,18
1011,ἐμεῖο,5,4,51
1012,χρυσοῦ,1,0,12
1013,ἰφθίμους,0,1,3
1014,ἦκα,1,0,6
1015,ἔχετ,0,1,5
1016,ἱστόν,0,3,39
1017,ἀγόρευον,1,0,31
1018,σευ,1,0,13
1019,ἔχες,1,0,3
1020,ὑψιβρεμέτης,0,1,6
1021,ἀργυρότοξε,1,0,2
1022,νήεον,1,0,3
1023,αἰθούσῃ,1,0,10
1024,ἔχω,1,1,9
1025,ἔκαμψαν,1,0,1
1026,ἄτης,1,0,4
1027,ἔκρινεν,0,1,1
1028,ἵει,0,1,13
1029,ἐνίσσων,1,0,2
1030,τῳ,0,1,6
1031,Κρονίωνα,0,2,10
1032,ἐγγύς,1,0,46
1033,δείσει,1,0,1
1034,τάρβος,2,0,2
1035,ἱππιοχάρμην,1,0,2
1036,ὀρθός,1,0,10
1037,ἔσται,2,4,57
1038,ἐθέλω,0,1,22
1039,λύσιος,1,0,1
1040,πύργους,1,0,5
1041,πίθηται,0,1,2
1042,αἶψα,6,1,96
1043,οἶδα,1,0,38
1044,ἐΐσκω,1,0,3
1045,ἕποιτο,2,0,5
1046,τῇσι,2,0,11
1047,ἅμ,1,1,117
1048,ἄλλο,1,1,60
1049,εὔξαντο,0,1,4
1050,τέων,1,0,4
1051,κεῖσαι,1,0,3
1052,ἐπασσύτεροι,0,1,2
1053,λίσσομ,0,1,4
1054,κέλεαι,0,1,9
1055,Ἀργείους,1,0,22
1056,τόνδ,0,1,11
1057,Ἰδαῖον,1,0,2
1058,εἴρυτο,1,0,4
1059,Ἀχιλῆα,2,1,23
1060,γυναῖκες,3,0,28
1061,πᾶσαν,5,0,33
1062,Ὀλύμπου,0,1,5
1063,τι,13,17,408
1064,γνώσεσθε,1,0,2
1065,ἀκηδέες,1,0,3
1066,ἕσασθαι,1,0,3
1067,ἀρηρός,1,0,2
1068,συμφράσσατο,0,2,4
1069,ἰχθύσι,1,0,3
1070,ἀπελήλυθα,1,0,1
1071,ἰόντ,3,0,6
1072,ἀποδοῦναι,0,1,3
1073,κλαίουσα,1,0,6
1074,ἔνεστι,1,0,1
1075,ἐν,53,26,1417
1076,ἄμυνον,0,1,3
1077,υἱέας,2,0,8
1078,πῃ,3,0,19
1079,ἐπικρήηνον,0,1,3
1080,ἕξ,3,0,16
1081,θαλερόν,2,0,17
1082,φθίσεσθ,1,0,1
1083,ἀνασχέμεν,1,0,1
1084,ἔστων,0,1,2
1085,εὖτ,1,1,15
1086,μεῖζον,0,1,14
1087,ἀντιβίοισι,0,1,1
1088,ἀμφί,9,1,264
1089,ζώειν,2,0,9
1090,ἄκουσα,2,1,10
1091,μεμαῶτα,1,1,20
1092,φάος,1,1,34
1093,πόλεμοί,0,1,2
1094,αἶαν,1,0,7
1095,ἀργαλέος,0,1,4
1096,γλήνεα,1,0,1
1097,ἄφαρ,1,2,34
1098,ἀνθρώποισιν,1,0,19
1099,ἄκοιτιν,1,0,18
1100,ἱκέσθην,0,1,6
1101,κεχολωμένος,1,0,10
1102,Μουσάων,0,1,1
1103,πρώτιστα,0,1,10
1104,διέτμαγεν,0,1,5
1105,αἱρήσει,1,0,2
1106,μέγιστε,1,0,6
1107,θρέψά,1,0,1
1108,ἀπώσει,0,1,1
1109,πρήξεις,1,0,1
1110,Ἀργείων,3,2,70
1111,ἐτράπετ,0,1,9
1112,Σίντιες,0,1,1
1113,ἐμοῖσιν,1,0,10
1114,κήρυκά,1,0,2
1115,ἡμάρτανε,1,0,3
1116,κλισίῃσιν,2,0,12
1117,ἀγλαά,3,3,33
1118,ἐφράσσατο,1,0,2
1119,τιμήσῃς,0,1,1
1120,λάεσσι,1,0,5
1121,ὕστατα,0,1,7
1122,Ποσειδάων,1,1,53
1123,ἀνέστη,1,2,21
1124,δυνήσεαι,0,2,3
1125,υἱάσιν,1,0,5
1126,κλαίουσ,2,0,6
1127,πλεῖον,0,1,5
1128,εἰσορόων,1,0,10
1129,φραδέος,1,0,1
1130,ἄλλοι,4,6,176
1131,μάχης,2,0,71
1132,ὀνόμηνεν,1,0,6
1133,Ἰλίῳ,1,0,3
1134,πυρκαϊήν,1,0,4
1135,ὄπωπα,1,0,5
1136,ἑλόντες,1,0,14
1137,ἐκτανύσας,1,0,2
1138,σέ,4,0,75
1139,ἐπισταμένως,1,0,14
1140,ταῦτα,1,4,95
1141,δύ,2,0,27
1142,μευ,0,3,65
1143,ῥύσκευ,1,0,1
1144,πίθοι,1,0,2
1145,εἵματ,1,0,21
1146,ὄψεσθε,1,0,1
1147,μέσσοισι,1,0,8
1148,ῥάβδον,1,0,4
1149,λείπεις,1,0,2
1150,ὄζους,0,1,3
1151,γνώῃ,1,0,2
1152,ἧμαι,1,0,4
1153,μένεα,1,0,4
1154,λύον,1,0,3
1155,βάλλεο,0,1,14
1156,πίονα,0,1,26
1157,βουλή,0,1,19
1158,ἰήνῃ,4,0,4
1159,γέρον,11,2,40
1160,γυῖα,1,0,49
1161,κλισμῷ,1,0,3
1162,ἀγόρευε,0,1,18
1163,σέθεν,1,3,26
1164,λάβεν,0,1,8
1165,ἕνεκα,0,1,7
1166,κληῗσ,1,0,1
1167,ὀδύροντο,1,0,1
1168,ἄνευθεν,2,0,14
1169,ψεῦσταί,1,0,1
1170,ἕλκει,2,0,2
1171,ἐλέγχεα,1,0,5
1172,νοέω,1,0,8
1173,μία,1,0,9
1174,αὔτως,2,2,57
1175,Ὠκεανόν,0,1,4
1176,ἵκηται,0,1,25
1177,λαούς,1,2,14
1178,περικαλλές,1,0,9
1179,οἷος,1,0,30
1180,ἄψορροι,1,0,3
1181,λασίοισι,0,1,1
1182,ἔσκε,3,0,32
1183,Ἀχαιῶν,16,23,375
1184,πολυφλοίσβοιο,0,1,8
1185,ἄνακτα,0,2,26
1186,κατέπεφνεν,1,0,9
1187,ἔπεσσ,1,0,1
1188,μαχησόμενος,0,1,2
1189,κοῦροι,0,2,32
1190,ἀνδρί,3,1,44
1191,μύθους,0,1,3
1192,πνείοντας,1,0,1
1193,Πάτροκλος,0,1,41
1194,ἀναιδές,0,1,1
1195,θαμειαί,0,1,4
1196,αἰχμητάων,0,1,10
1197,σεο,0,1,2
1198,φιλότητι,1,0,28
1199,φέρομεν,1,0,1
1200,ῥοδοδάκτυλος,1,1,27
1201,Ἀχιλῆος,5,2,32
1202,βῆσαν,0,1,3
1203,αὐέρυσαν,0,1,2
1204,Ἰδομενεύς,0,1,38
1205,βροτῶν,2,0,44
1206,φέρον,2,0,44
1207,ποδήνεμος,1,0,10
1208,δόρπου,1,0,4
1209,σαώτερος,0,1,1
1210,ἵππων,5,0,91
1211,ἤειραν,1,0,1
1212,κατέβαν,1,0,2
1213,ἐναιρέμεν,1,0,3
1214,ἐλεεινόν,1,0,6
1215,ἀχνυμένοις,1,0,1
1216,ἤλυθες,1,0,6
1217,οὕνεκα,0,1,23
1218,τέτλαθι,0,1,3
1219,γονή,1,0,1
1220,θρόνου,2,1,19
1221,ζωοῦ,1,0,4
1222,δμῳαί,1,0,19
1223,βέλος,0,2,44
1224,τεληέσσας,0,1,7
1225,ταναήκεϊ,1,0,4
1226,μνήσατ,1,0,1
1227,ἕρκος,0,1,21
1228,ἔφυρον,1,0,1
1229,νεικείῃσι,0,1,1
1230,κεκαλυμμένος,1,0,4
1231,δύο,1,1,42
1232,θυμόν,11,6,290
1233,ῥῖψε,0,1,1
1234,στονόεσσαν,1,0,2
1235,ἐλυσθείς,1,0,2
1236,ἁπλοΐδας,1,0,2
1237,ἐλθοῦσ,0,1,2
1238,Μυρμιδόνεσσι,1,0,9
1239,πολυδειράδος,0,1,3
1240,πείθοντό,0,1,3
1241,ὀλέσσῃ,0,1,3
1242,Ἀχαιοῖς,0,1,10
1243,θαλάμοιο,1,0,22
1244,ἑ,3,2,65
1245,τόθ,2,0,11
1246,πτερόεντ,1,0,10
1247,φέροις,0,1,1
1248,μαχέοιντο,0,1,1
1249,μέ,0,1,5
1250,θείομεν,0,1,3
1251,ἕδος,2,0,13
1252,πύξινον,1,0,1
1253,ἤγερθεν,1,1,5
1254,δευόμενον,0,1,3
1255,μύθων,1,0,45
1256,τέκεος,1,0,1
1257,ἐσθέμεναι,1,0,5
1258,δῆμον,1,0,47
1259,ἄλλοτε,5,0,33
1260,εἴρομαι,0,1,1
1261,δέμνι,1,0,5
1262,ὠκυπόροισι,0,2,3
1263,ἕταροι,3,0,17
1264,ἔπεμψεν,0,1,2
1265,μαινομένῃσιν,2,0,2
1266,δείσῃ,1,0,1
1267,γέρων,17,3,93
1268,μεγάροις,2,0,32
1269,ἁρπακτῆρες,1,0,1
1270,ἔλπεται,1,0,2
1271,οἷ,1,0,39
1272,σκυδμαινέμεν,1,0,1
1273,ἐπιτέλλεο,0,1,1
1274,εὔκηλος,0,1,2
1275,ὀνείατ,1,0,1
1276,Πολύφημον,0,1,2
1277,λαβέ,1,1,2
1278,κυδιανείρῃ,1,0,4
1279,καρήνων,1,1,8
1280,ἀπαμειβόμενος,3,5,110
1281,δαῖτα,2,3,34
1282,προπάροιθεν,1,0,11
1283,υἷες,2,5,52
1284,ὥρμαινε,0,1,9
1285,ἔπι,1,2,80
1286,Αἰγαίων,0,1,1
1287,πῦρ,1,0,63
1288,νεικείων,1,0,4
1289,ἀκουέμεν,0,1,10
1290,χρώς,1,0,12
1291,ἀλλοδαπούς,1,0,3
1292,τοὔνεκ,0,1,6
1293,ἐσθλά,1,0,16
1294,κεχολώσεται,0,1,4
1295,βασιλήων,0,1,9
1296,δέχεσθαι,1,1,3
1297,ὤλεσε,1,0,10
1298,ἀμύμων,0,1,19
1299,λέχος,0,2,20
1300,εἴξατέ,1,0,1
1301,οὐρανόθεν,0,2,20
1302,ἔθελ,0,1,6
1303,Ἑλένη,1,0,20
1304,ἀτίταλλεν,1,0,2
1305,ἐπεκλώσαντο,1,0,3
1306,ἄγω,0,1,4
1307,παράκοιτιν,1,0,8
1308,νεῶν,1,1,42
1309,δ,196,153,6511
1310,υἱός,2,2,216
1311,κεχάνδει,1,0,1
1312,φίλοι,2,0,79
1313,ὧν,1,0,15
1314,εἰπέ,4,1,44
1315,τετελεσμένον,0,1,21
1316,πέτετο,1,0,4
1317,βούλεσθ,1,0,1
1318,ναιόμενον,0,1,4
1319,σκύζεσθαι,1,0,1
1320,γενεαί,0,1,1
1321,ἕλκεο,0,1,1
1322,ναί,1,2,11
1323,ἐγγυαλίξαι,0,1,1
1324,διοτρεφέων,0,1,6
1325,γεραιός,5,1,13
1326,εἰπών,0,4,118
1327,Πριάμῳ,5,0,15
1328,ὑπείξομαι,0,1,1
1329,ἐριβώλακι,1,1,5
1330,παρεόντε,1,0,1
1331,ἐσθλῷ,1,0,1
1332,θεοπρόπιον,0,1,1
1333,κλισίῃ,2,1,19
1334,ἀπέλυσε,0,1,3
1335,χερσίν,10,4,121
1336,προτί,3,0,71
1337,ἐΐσης,1,2,13
1338,ὧδ,2,0,34
1339,μαλακοῖσιν,1,1,4
1340,πετεηνῶν,1,0,9
1341,ἀπήμων,0,1,7
1342,τότ,3,2,104
1343,στυφελίξαι,0,1,1
1344,ἐΰ,1,2,34
1345,παρελεύσεαι,0,1,1
1346,οὐτιδανός,0,1,4
1347,τόν,38,19,999
1348,ἐξάπτων,1,0,1
1349,ἑκάτερθεν,2,0,6
1350,ἔκλαγξαν,0,1,1
1351,ἕλον,1,1,16
1352,Χρυσηΐδος,0,1,1
1353,σῶν,0,1,7
1354,καθέζετο,2,3,14
1355,φέρων,0,3,56
1356,ἱλάσκοντο,0,1,1
1357,ἆσαι,1,0,8
1358,ἄνασσεν,0,1,4
1359,τιμῆς,0,1,16
1360,δαιμονίη,1,1,8
1361,γέροντα,3,0,16
1362,ἐφιείς,0,1,1
1363,ψαμάθοις,0,1,3
1364,ἔλθοις,1,0,1
1365,ἐλθέ,1,0,5
1366,πολλοί,1,1,72
1367,ἀνστήτην,0,1,1
1368,ἄρ,27,13,640
1369,κρατύς,1,0,4
1370,κάη,0,1,2
1371,θεοῖσι,3,2,51
1372,ἐπί,33,22,841
1373,ὄρινε,1,0,13
1374,τελέσαι,1,0,12
1375,ἦε,0,1,28
1376,ἄλλοτ,1,1,6
1377,ἤλθετε,1,0,1
1378,ὀνειδείοις,0,1,5
1379,ἐπιθεῖτε,1,0,2
1380,ἔλασσαν,2,0,2
1381,φωνήσασα,1,0,10
1382,Ἀγαυόν,1,0,1
1383,Ἥρῃ,1,2,9
1384,κλαῖε,2,0,10
1385,κύνας,1,1,23
1386,Φρυγίη,1,0,1
1387,γόου,1,0,4
1388,ξύμβληντο,1,0,3
1389,ἄλαστον,1,0,5
1390,Ἀπόλλωνι,0,3,8
1391,δέξατο,0,1,6
1392,ἐπένοντο,1,0,1
1393,ἔδεισας,1,0,2
1394,δός,1,1,26
1395,ὠμοθέτησαν,0,1,4
1396,ἔπειτά,1,1,7
1397,αἴθοπι,1,0,14
1398,τομήν,0,1,1
1399,ξύλα,1,0,12
1400,ὄλωλας,1,0,1
1401,ἔπεφνες,1,0,4
1402,εἰδώς,1,1,45
1403,ἐξαλαπάξαι,0,1,6
1404,ἄνδρες,1,2,71
1405,πόλιος,1,0,20
1406,ἀπώλεσ,1,0,1
1407,ῥῦσαι,1,0,2
1408,θεούς,3,0,26
1409,πολλόν,0,1,58
1410,ἀρείοσιν,0,1,1
1411,κρητῆρας,0,1,8
1412,ἀνήρ,5,2,191
1413,πείρησαι,0,1,3
1414,χεῖρες,0,1,12
1415,γείνατο,1,1,18
1416,ὕδωρ,1,0,75
1417,ἑκατόμβης,0,2,4
1418,βάλε,0,1,82
1419,ἱερούς,1,0,2
1420,ἴκελος,1,0,5
1421,νηῶν,4,0,83
1422,θέμιστας,0,1,7
1423,ἑδέων,0,2,2
1424,ὀΐω,1,7,57
1425,θεοειδέα,1,0,5
1426,ἀϋτήν,0,1,3
1427,ὑπείρ,1,0,5
1428,θεράπων,2,0,26
1429,ὀξέϊ,1,0,42
1430,ἄχε,1,0,3
1431,ὑποδείσαντες,1,0,5
1432,κήδοντο,1,0,1
1433,ἠερίη,0,2,2
1434,ἐσθλούς,2,0,6
1435,ἤτοι,6,4,105
1436,προδόμῳ,1,0,8
1437,ἕλεσκε,1,0,2
1438,πρυμνήσια,0,1,7
1439,στήσας,1,0,4
1440,προσφῦσα,1,0,1
1441,λίθους,1,0,1
1442,θύρη,1,0,1
1443,ζῶντος,0,1,1
1444,ἤ,11,20,451
1445,ἄψ,1,2,110
1446,λαμπρόν,0,1,7
1447,ἀνδροκτασίαι,1,0,2
1448,φρένες,2,1,22
1449,κεῖνός,1,0,8
1450,γόον,3,0,12
1451,Ἶριν,2,0,5
1452,ἅλα,1,5,49
1453,σφ,1,0,24
1454,πρόπαν,1,1,10
1455,ἀπέλυσας,1,0,1
1456,λαυκανίης,1,0,1
1457,ὀφέλλωσίν,0,1,1
1458,δόμον,2,0,50
1459,ἐστί,5,2,93
1460,ἐπιμέμφεται,0,2,2
1461,ἱπποκορυσταί,1,0,3
1462,ἔασιν,1,0,22
1463,πολέμοιο,0,2,101
1464,κλαίων,1,0,5
1465,ἔνι,1,0,69
1466,ἐλέησον,1,0,6
1467,γλυκύς,0,1,15
1468,φάτο,6,6,163
1469,παύσαντο,0,1,6
1470,κεν,15,10,403
1471,ἕλε,1,1,41
1472,ὦκα,2,1,69
1473,πρόσθεν,1,1,42
1474,ἄφρων,2,0,5
1475,διάκτορος,6,0,13
1476,χέοντες,2,0,8
1477,ἔρυσσαν,0,1,6
1478,οἰοπόλοισιν,1,0,2
1479,ἀργυρέῃ,0,1,3
1480,θαλάμου,1,0,6
1481,ὁρόων,0,1,9
1482,Νιόβη,1,0,1
1483,πώποτ,0,1,1
1484,κρήηνον,0,2,2
1485,θνήσκοντας,0,1,1
1486,ἐλθέμεν,3,0,23
1487,γήθησεν,1,1,16
1488,ἀθανάτοισι,2,2,56
1489,ἐλθέμεναι,0,1,8
1490,ὄπιθεν,0,1,18
1491,ἀργίποδας,1,0,1
1492,νεῖμεν,1,0,3
1493,ἦτορ,4,1,95
1494,ἑκηβόλον,0,1,1
1495,ἀπίης,0,1,4
1496,τηλίκου,1,0,1
1497,ἴαχε,0,1,10
1498,εὔχετο,0,1,12
1499,μήτε,0,2,17
1500,βάλλον,1,1,11
1501,χωόμενον,0,1,2
1502,ἀπαμύνασθαι,1,0,3
1503,λίθος,1,0,8
1504,δῖος,5,4,188
1505,θαλάσσης,1,3,87
1506,ζεῦξαν,1,0,1
1507,ἦγε,1,0,10
1508,λέων,2,0,25
1509,ταρβήσαντε,0,1,1
1510,κέλευθα,0,1,13
1511,νῶϊ,1,0,41
1512,λαός,3,0,27
1513,ἵμερος,1,0,7
1514,Ὀλύμπια,0,1,13
1515,οὔδει,1,0,11
1516,Λέσβος,1,0,1
1517,ἐλέησε,1,0,8
1518,διοτρεφέος,1,0,7
1519,νηόν,0,1,7
1520,σημαίνειν,0,1,5
1521,περίσχεο,0,1,1
1522,θνήσκοντες,0,1,1
1523,ἀναοίγεσκον,1,0,1
1524,σταυροῖσιν,1,0,1
1525,διαρραίσεσθαι,1,0,1
1526,εἰδῇς,0,1,9
1527,τερπικεραύνῳ,0,1,8
1528,στοναχή,1,0,1
1529,ἵζε,1,0,1
1530,κτέρεα,1,0,4
1531,ἐπαρήγειν,1,0,1
1532,χειρός,3,1,59
1533,παῖδα,3,2,33
1534,γάρ,51,42,1400
1535,τοῖσιν,1,4,90
1536,τεκέειν,1,0,1
1537,πέπνυσαί,1,0,1
1538,ἀπίθησε,2,1,22
1539,βροτός,2,0,16
1540,Θέτις,3,5,28
1541,γαμβροί,1,0,2
1542,λαόν,1,3,78
1543,ὧς,2,2,29
1544,τελέεσθαι,0,1,9
1545,τεός,1,0,7
1546,νέον,2,1,39
1547,μάχην,1,0,29
1548,μαχήσομαι,0,1,4
1549,πέρ,0,2,41
1550,μαχέσαιτο,1,0,1
1551,δώῃ,2,0,20
1552,ἕηκε,0,1,1
1553,ἑλισσομένη,0,1,2
1554,ἐέλδωρ,0,3,10
1555,ἕψεαι,1,0,1
1556,ὀμφαλόν,1,0,5
1557,τρίχες,1,0,5
1558,θοῇ,1,2,21
1559,ἀλεωρῆς,1,0,1
1560,ἀτελεύτητον,0,1,1
1561,σφωε,0,1,4
1562,ἐμέ,2,1,104
1563,προσέειπεν,0,1,43
1564,ὑπηνήτῃ,1,0,2
1565,ὦρσε,1,0,26
1566,πρίν,9,3,195
1567,γενετῆς,1,0,2
1568,Αἰθιοπῆας,0,1,1
1569,ἀγανοῖσι,1,0,2
1570,ἀπώλεσεν,1,0,2
1571,ἔξω,1,0,9
1572,ἐπιχθονίων,1,1,9
1573,ἔθ,1,0,5
1574,μετ,1,3,129
1575,ἑτοιμάσατ,0,1,1
1576,μινυνθάδιόν,0,1,1
1577,τόσσα,1,1,17
1578,ἔργ,0,1,12
1579,τῷ,8,2,332
1580,κοίλῃσιν,0,1,1
1581,διέστησαν,1,0,1
1582,νεκρόν,5,0,29
1583,Κρονίδην,1,1,5
1584,ἦλθε,2,4,100
1585,θυράων,2,0,15
1586,ἧκε,1,3,37
1587,ὕπνου,1,0,17
1588,ἐρύσας,1,0,3
1589,τῇ,6,2,126
1590,ἀεικέα,2,4,32
1591,Ἀτρεΐωνι,1,0,1
1592,φείσατ,1,0,1
1593,ψυχήν,1,0,13
1594,κινηθέντος,0,1,1
1595,ποῖον,0,1,12
1596,λύσασθαι,4,0,4
1597,ἔβαν,0,2,28
1598,κορωνίσιν,2,1,11
1599,ὁμοιωθήμεναι,0,1,2
1600,δώσουσι,0,2,4
1601,ἐνοπήν,1,0,4
1602,ἀπειλεῖς,0,1,1
1603,ἔκλυες,1,1,6
1604,χέρνιβον,1,0,1
1605,ἀπώσατο,1,0,2
1606,πολλά,8,5,278
1607,αὖτε,10,4,192
1608,πατρός,5,3,125
1609,χολωσαμένη,1,0,5
1610,θεοῖσιν,3,1,49
1611,ῥηγμῖνι,0,1,14
1612,τίπτ,0,1,9
1613,ταράξῃ,0,1,1
1614,ἄνωγε,2,0,13
1615,ὑπό,6,1,256
1616,γύναι,1,0,25
