,word,iliad_24,iliad_1,corpus
2398,ἧστο,0,1,15
2399,ἰόν,0,1,7
2400,ἐπέοικε,0,1,5
2401,ἐπέλθῃσιν,1,0,1
2402,ἑταίρῳ,0,1,9
2403,αὐτῇ,1,1,40
2404,τέο,1,0,3
2405,προέρεσσαν,0,1,1
2406,ἀμβρόσιαι,0,1,1
2407,βοῶπις,0,2,17
2408,δείδιε,1,0,3
2409,Ἑλλήσποντος,1,0,2
2410,ἀνάσχεο,0,1,3
2411,Δαναοῖσι,0,2,39
2412,ἀφνειοῦ,1,0,3
2413,εὗδον,1,0,9
2414,εἰσι,1,0,28
2415,ἐών,3,3,104
2416,ἀνάγοντο,0,1,2
2417,Χρύση,0,1,1
2418,ἐμάχοντο,0,1,12
2419,χρειώ,0,1,10
2420,πυκινή,1,0,1
2421,ἔτρεφον,0,1,3
2422,εἰδέω,0,1,2
2423,βαθεῖαν,0,1,7
2424,δηΐοισιν,1,0,3
2425,εἰσιν,0,2,22
2426,νυ,3,1,35
2427,ἐσθλοί,1,0,19
2428,τόσσ,1,0,2
2429,τοίχου,1,0,3
2430,δίῳ,1,0,19
2431,κουλεόν,0,1,4
2432,μάστιγι,1,0,10
2433,πάμπαν,1,1,37
2434,σκοποί,1,0,3
2435,ἅσσ,0,1,4
2436,ὕπνος,2,1,43
2437,σίτου,5,0,20
2438,ἠελίῳ,0,1,10
2439,φοιτᾷ,1,0,1
2440,μῆνιν,0,2,12
2441,φίλου,1,0,11
2442,ἐχώσατο,0,1,3
2443,ἠτίμασεν,0,1,1
2444,ὑπέρ,2,1,68
2445,εὗρεν,0,1,11
2446,κατακτείνειεν,1,0,2
2447,ἀνάγκη,1,0,6
2448,εἴξας,1,0,3
2449,πατρί,4,4,62
2450,ὁρᾶται,1,0,1
2451,ἀγορήσατο,0,2,24
2452,ἐλεαίρει,1,0,5
2453,ὑγρά,0,1,5
2454,ἀφνειός,1,0,9
2455,τήνδ,0,1,5
2456,δεξιτερήν,1,0,6
2457,Τρῶες,3,1,131
2458,κεφαλῇ,1,2,23
2459,ἐναντίον,0,1,17
2460,ὀλέσαντες,1,0,5
2461,Τροίην,2,1,27
2462,Ὀλύμπιοι,0,1,2
2463,οἷον,2,1,45
2464,Ἠώς,2,1,42
2465,κολεοῖο,0,1,2
2466,δυσμενέες,1,0,6
2467,ταμίην,1,0,4
2468,καί,171,117,5282
2469,νέκταρ,0,1,6
2470,Πρίαμ,1,0,1
2471,γένετο,1,0,16
2472,πρόσφατος,1,0,1
2473,ἐπιρρήσσεσκον,1,0,1
2474,ὁππότε,0,1,43
2475,ὤριστος,1,0,9
2476,τιμῇ,0,1,3
2477,ἔχουσαι,1,0,11
2478,μᾶλλον,3,1,70
2479,ἦεν,1,1,97
2480,Κασσάνδρη,1,0,1
2481,λάχον,1,0,1
2482,ἀργεϊφόντης,8,0,20
2483,ποδός,0,1,17
2484,κρείσσων,0,1,14
2485,δώρων,3,0,10
2486,ἀνέμοιο,1,0,22
2487,τάχα,2,0,65
2488,υἱέες,1,0,13
2489,ἀλαπαζομένην,1,0,1
2490,μηρούς,0,1,6
2491,ἄριστος,0,2,42
2492,πτολέμους,1,0,4
2493,λελεῖφθαι,2,0,2
2494,βαθυκόλπων,1,0,2
2495,τούς,8,2,189
2496,ἐλαίῳ,1,0,19
2497,ὅρκον,0,1,26
2498,μερόπων,0,1,9
2499,χρυσῇ,1,0,2
2500,αἴτιοί,0,1,3
2501,ἐϋξέστης,1,0,1
2502,ἔκ,2,3,77
2503,τράπεζα,1,0,4
2504,δουρί,0,1,134
2505,ἑταῖρον,1,0,29
2506,ῥηΐτεροι,1,0,2
2507,ἐκέκαστο,1,0,8
2508,παῖδες,4,1,39
2509,ὄλωλε,1,0,4
2510,ὕβριος,0,1,1
2511,χαλκῷ,2,0,125
2512,κυανέῃσιν,0,1,3
2513,Οὔλυμπον,1,3,11
2514,λευκωλένῳ,0,1,3
2515,τερπικέραυνος,1,0,5
2516,ἐρρώσαντο,1,0,3
2517,ᾕρει,1,0,12
2518,ἀνθρώπους,2,0,36
2519,τλητόν,1,0,1
2520,βοῦς,0,1,30
2521,αἰθούσης,2,0,6
2522,μήνι,0,1,2
2523,κελοίμην,1,0,3
2524,παλίλλογα,0,1,1
2525,τελέσσῃ,0,1,3
2526,τέκε,0,1,39
2527,ἐξείρετο,1,0,4
2528,ὀλοῷ,2,0,3
2529,ὄσσε,1,2,57
2530,φέρτερός,0,2,8
2531,εἴσομαι,1,0,5
2532,Ἀλεξάνδρου,1,0,3
2533,Θεστορίδης,0,1,1
2534,ἐγών,1,2,150
2535,γέροντος,6,2,28
2536,κούρῃ,1,0,24
2537,ἐριούνιος,3,0,4
2538,ἄν,8,8,311
2539,παιδοφόνοιο,1,0,1
2540,εὔχεται,0,1,17
2541,ἀλόχου,0,1,8
2542,λῦσαν,0,1,5
2543,ᾔδη,0,1,20
2544,ἀνεκτά,0,1,2
2545,κόπρον,1,0,3
2546,δώματα,1,1,49
2547,ἐτελείετο,0,1,2
2548,ἀγγελέουσα,2,0,7
2549,ὤρεξε,1,0,2
2550,δή,35,25,965
2551,κέατο,1,0,2
2552,μείλιχος,1,0,2
2553,μεμνημένον,1,0,1
2554,ἄλγεσι,1,0,10
2555,κεχαροίατο,0,1,1
2556,ἴτην,0,1,3
2557,δεκάτῃ,2,1,8
2558,στενάχων,0,1,11
2559,προπρηνέα,1,0,2
2560,μεῖναι,0,1,14
2561,ὄπτησάν,1,0,2
2562,ἐμέθεν,1,1,18
2563,λείψαντε,1,0,2
2564,πρήσσωμεν,1,0,3
2565,ἄγαγ,1,0,1
2566,λοιγόν,1,5,20
2567,κλυτοῦ,1,0,1
2568,φύγοιμεν,0,1,5
2569,ἐπιείκελον,0,1,3
2570,γυνή,2,1,35
2571,ἀγχίμολον,1,0,15
2572,φεῦγε,0,1,2
2573,παρέστη,1,0,10
2574,ἱστία,0,2,22
2575,ἔνθά,1,1,40
2576,λεῖβε,1,1,4
2577,λιασθείς,0,1,6
2578,χθονί,0,1,34
2579,ποθή,0,1,9
2580,καταλείπετε,1,0,1
2581,μεγάλοισι,1,0,2
2582,νέας,0,1,16
2583,βῆσε,0,1,2
2584,πορφύρε,1,0,3
2585,χαλκός,0,1,42
2586,φύλλά,0,1,1
2587,ἦσαν,2,0,70
2588,τοσσάδ,1,0,2
2589,βάλλ,0,1,3
2590,Ἕκτορος,7,1,51
2591,πέλασαν,0,1,4
2592,ὠδύροντο,1,0,1
2593,ὕπαγον,1,0,2
2594,Θρῇκες,1,0,1
2595,κίεν,1,1,11
2596,ἀντί,1,0,12
2597,βηλοῦ,0,1,2
2598,οἴκῳ,0,1,55
2599,ἐριδαίνετον,0,1,2
2600,ἔσοντ,0,1,1
2601,εὗδε,1,0,8
2602,κέλῃ,1,0,1
2603,μέλει,1,0,8
2604,διέπουσ,0,1,1
2605,ἠρᾶθ,0,1,2
2606,μεμνῄμην,1,0,1
2607,εἰσορόωντας,1,0,3
2608,κάππεσον,0,1,4
2609,φίλτερον,1,0,3
2610,Πάμμονά,1,0,1
2611,ἔμελλε,1,0,20
2612,ἀφύξειν,0,1,1
2613,πρῶτα,0,4,63
2614,βίῃ,1,1,22
2615,οὐ,17,16,538
2616,καθήμενοι,2,0,11
2617,Κάλχαντα,0,1,1
2618,βῆ,3,3,139
2619,ἐμεῦ,1,3,26
2620,ἐδέξατο,1,1,15
2621,θήσατο,1,0,1
2622,κώπῃ,0,1,1
2623,ἄγοι,2,0,3
2624,ἕταρ,1,0,1
2625,ἔασι,1,0,14
2626,ἥατο,1,0,6
2627,δῖα,2,0,60
2628,τέτυκται,2,0,25
2629,ἀπερείσι,3,2,11
2630,μήτ,2,0,12
2631,ἑάων,1,0,3
2632,περικλυτός,0,1,14
2633,ἐφέπων,1,0,2
2634,ἑτάρου,1,0,1
2635,Χρύσης,0,2,2
2636,εἰσελθών,2,0,5
2637,ὁμογάστριον,1,0,1
2638,θάρσησε,0,1,1
2639,ὑπέδεισαν,0,1,1
2640,δῶκε,0,1,51
2641,ἔμμορε,0,1,4
2642,ἄγχ,1,0,7
2643,Ἀγαμέμνονα,0,1,17
2644,ἐΐσας,0,1,11
2645,οὕτω,1,1,63
2646,ἔειπεν,2,0,51
2647,οἰωνοῖσί,0,1,1
2648,ἐπίηρα,0,2,2
2649,ὀπίσσω,0,1,53
2650,ἡνία,1,0,27
2651,γιγνομένῳ,1,0,3
2652,ἥρως,2,1,50
2653,ὤμων,0,1,31
2654,βουλάς,1,2,22
2655,λίνῳ,1,0,5
2656,φίλη,1,1,34
2657,ἠΰκομος,1,1,3
2658,ἐρύκω,1,0,1
2659,εἶσ,1,0,5
2660,μελέτω,2,0,7
2661,ταῦτ,0,2,21
2662,κασίγνητον,1,0,5
2663,ἔξεσσι,2,0,2
2664,ὀρινθείη,1,0,1
2665,εἶδος,1,0,32
2666,ἐστρέφετ,1,0,1
2667,ἔσεσθε,1,0,2
2668,μίσγεσθ,2,0,2
2669,Ἀχαιοί,4,11,200
2670,ὀβελοῖσιν,1,1,11
2671,Ἑκάβη,2,0,5
2672,εἰδήσειν,0,1,1
2673,μόρφνον,1,0,1
2674,λῦτο,1,0,1
2675,πολυβενθέος,0,1,5
2676,ἔχοιμι,1,0,2
2677,κακόν,6,1,141
2678,μίμνεν,1,0,2
2679,κακή,1,0,13
2680,ἔπεσιν,0,3,6
2681,ὀσσομένη,1,0,2
2682,σφῶϊν,0,1,14
2683,αἷμα,1,1,47
2684,ἅπαντες,1,1,22
2685,ἀμμίξας,1,0,1
2686,μετόπισθε,3,0,17
2687,μήν,1,1,10
2688,ἐμαί,0,1,2
2689,ἀναθηλήσει,0,1,1
2690,κακοῖο,0,1,2
2691,προύθηκεν,1,0,1
2692,πρόχοόν,1,0,1
2693,ἀνασχών,0,1,11
2694,οὕτως,0,1,34
2695,ἵνα,5,4,130
2696,χωόμενος,2,3,17
2697,Πριάμοιό,0,1,5
2698,ἕτερος,1,0,3
2699,βαρείας,0,1,2
2700,ἐσκίδναντο,0,1,4
2701,εὐνῆς,1,0,20
2702,ὁρᾶν,1,0,3
2703,λαχνήεντ,1,0,1
2704,ἕλκεσθαι,1,0,2
2705,φαινομένηφιν,1,0,6
2706,εἰσίν,2,0,23
2707,πλεόνεσσιν,0,1,3
2708,ἐϋκνήμιδες,1,1,17
2709,οὐκ,7,7,375
2710,νεῖκος,1,0,29
2711,ἔδησαν,1,2,8
2712,ἀνδρός,7,0,58
2713,ἐκπέρσαι,0,1,3
2714,κῦμα,1,3,64
2715,ἐμπεφυυῖα,0,1,1
2716,μάχῃ,1,1,17
2717,ἀριστήεσσιν,0,1,5
2718,ἄμαξαν,6,0,11
2719,ἀργυρόπεζα,2,2,12
2720,ἑέ,1,0,2
2721,ἐρέθῃσιν,0,1,1
2722,γούνατ,1,0,31
2723,Πηλεΐδης,1,3,24
2724,ἄγαγον,1,0,3
2725,ᾗσι,1,0,17
2726,ἀπονοστήσειν,0,1,6
2727,ὁδοῖο,1,0,14
2728,κάκ,1,2,27
2729,οἴκοιο,1,0,4
2730,δέξαι,3,0,7
2731,ἀτιμοτάτη,0,1,1
2732,αὐτίκα,2,2,108
2733,ἐκάλυψαν,0,1,4
2734,σκαιῇ,0,1,3
2735,ἐστε,1,0,5
2736,ἔνθορε,1,0,2
2737,οἰήκεσσιν,1,0,1
2738,χόλοιο,0,1,5
2739,ἐμβαλέειν,1,0,5
2740,ἔβαλον,1,1,12
2741,πασάμην,1,0,2
2742,φανήῃ,1,0,5
2743,ἔχον,1,1,65
2744,ἐπιγνάμψασα,0,1,1
2745,Αἴαντος,0,1,25
2746,μεγάλην,2,0,17
2747,ἐσσόμενα,0,1,1
2748,σοῖο,1,0,4
2749,ἔω,0,1,2
2750,μέδοντο,1,0,1
2751,ἐφῆκεν,0,1,4
2752,πέμψον,2,0,5
2753,ὠκύμορος,0,1,2
2754,καλέουσιν,1,0,5
2755,σοῖσι,0,1,8
2756,Ἀχιλλῆϊ,6,1,11
2757,ἀγήνορι,1,0,2
2758,ἔβην,1,0,2
2759,ἐκπέμπεις,1,0,1
2760,ἰδεῖν,1,0,4
2761,σῆμα,4,0,29
2762,κλυτόν,1,0,18
2763,ἐοῦσα,1,0,9
2764,ὕβριν,0,1,12
2765,ἐντυπάς,1,0,1
2766,ὤ,2,2,79
2767,πέφνεν,1,0,2
2768,πολλάς,0,1,14
2769,ἄνωγας,1,0,6
2770,ἔλεψε,0,1,1
2771,χέρηϊ,0,1,1
2772,κήρυκε,0,1,2
2773,ἐπένησε,1,0,2
2774,ἤγαγε,1,0,13
2775,εἰσάγαγον,1,0,2
2776,κύδιστε,1,1,18
2777,διείρεο,0,1,2
2778,Ἥφαιστον,0,1,7
2779,φυήν,0,1,10
2780,ἀναστήσειεν,0,1,1
2781,ἀνέλοντο,0,1,3
2782,Πατρόκλεες,0,1,13
2783,ἀλεγίζω,0,1,3
2784,Ἑλλήσποντον,1,0,7
2785,ἤθελε,1,0,23
2786,κοίλῃς,0,1,11
2787,ἄφθιτα,1,0,2
2788,ὑπόσχεο,0,1,1
2789,Τενέδοιό,0,2,2
2790,οἷσιν,2,0,23
2791,ἐῴκει,2,0,12
2792,ἐπαρξάμενοι,0,1,4
2793,εὗρ,2,0,14
2794,πολυάϊκος,0,1,2
2795,μέλεσσι,1,0,4
2796,ἐξίκετο,1,0,3
2797,μελάντερον,1,0,2
2798,κότον,0,1,6
2799,γεραίτερος,2,0,4
2800,Πηλείδη,0,1,1
2801,Ἀτρεΐδαο,0,1,26
2802,πείθεσθαι,0,1,5
2803,ἐπέπλεον,0,1,3
2804,ἀπόειπ,0,1,1
2805,οἷός,1,0,10
2806,σ,10,4,162
2807,ἔτλην,1,0,5
2808,ἀστυβοώτην,1,0,1
2809,καλῇ,0,1,18
2810,κατανεύσομαι,0,1,1
2811,πανδαμάτωρ,1,0,2
2812,θεᾶς,1,0,12
2813,ζωός,1,0,18
2814,πεπαρμένον,0,1,2
2815,ἀγκάς,1,0,6
2816,αἰγιόχοιο,0,2,50
2817,δηθύνοντ,0,1,1
2818,ἔνισπες,1,0,1
2819,ἐπέθηκεν,1,0,1
2820,πολλή,1,0,12
2821,ἔθελον,0,1,9
2822,υἱέος,1,0,6
2823,σκηπτοῦχος,0,1,3
2824,ὀδυράμενος,1,0,1
2825,ὁπλίσαι,1,0,1
2826,ὀΐομαι,0,1,20
2827,οἴκοι,1,1,7
2828,τελείων,1,1,2
2829,ἐμῆς,1,0,22
2830,πυρήν,1,0,9
2831,ξυνέηκε,0,1,5
2832,ἴδον,0,2,59
2833,οἴχονθ,1,0,1
2834,προσεφώνεον,0,1,3
2835,γῆρας,0,1,17
2836,ἄτη,1,0,3
2837,πραπίδων,1,0,5
2838,ἔσσεται,3,4,61
2839,ὅ,25,37,910
2840,τάφρον,1,0,19
2841,ὤφελλον,1,0,2
2842,Ἴδηθεν,1,0,7
2843,ἀνέρες,1,0,41
2844,χόρτοισι,1,0,1
2845,ἐστιν,2,4,64
2846,ὅσσος,1,0,2
2847,βάσκ,2,0,6
2848,δαΐ,1,0,3
2849,νέκυι,1,0,3
2850,τέκον,3,1,7
2851,μεδώμεθα,1,0,4
2852,ἀκούομεν,1,0,3
2853,μιν,24,17,644
2854,ἑκυρή,1,0,1
2855,φέρω,1,0,3
2856,παραιφάμενος,1,0,1
2857,τῆ,1,0,7
2858,παιδός,3,3,34
2859,Πρίαμε,2,0,2
2860,τάς,2,0,51
2861,ἔξελε,1,0,3
2862,χερείων,0,1,3
2863,κήρυκα,2,0,12
2864,ὅττί,2,1,19
2865,αἰέν,2,2,71
2866,ἔχεις,1,0,9
2867,Δία,0,3,11
2868,σαῶσαι,1,0,2
2869,οὖν,3,1,85
2870,οὔλας,1,0,8
2871,χρυσόθρονος,0,1,11
2872,μαντεύεσθαι,0,1,3
2873,χιτῶνα,2,0,30
2874,λισσομένη,0,1,7
2875,κεχαρισμένα,1,0,5
2876,ἐντύνοντο,1,0,3
2877,κατεστόρεσαν,1,0,1
2878,νοῦσον,0,1,2
2879,ποτοῖο,0,1,5
2880,θανόντος,1,0,12
2881,ἀμφιγυήεις,0,1,11
2882,χολωσέμεν,0,1,1
2883,πεζός,1,0,12
2884,αὐχένι,1,0,3
2885,δῖον,8,0,66
2886,ἦμαρ,2,2,82
2887,ὁδόν,0,1,43
2888,θνῄσκων,1,0,2
2889,ἀπιθήσω,1,0,1
2890,ἐκτός,1,0,20
2891,εἴσατο,1,0,13
2892,φόβου,1,0,3
2893,κοσμήτορε,0,2,3
2894,ὁρόωντες,1,0,5
2895,βούλομαι,1,1,3
2896,ἀγανοῖς,1,0,9
2897,στοναχῇ,1,0,3
2898,αὖτις,3,6,128
2899,διαστήτην,0,1,2
2900,αὖθ,1,1,36
2901,ἐξαύδα,0,1,3
2902,πρυμνήσι,0,1,6
2903,βαρεῖαν,0,1,4
2904,κλισίας,0,3,19
2905,ἡμετεράων,1,0,2
2906,ἐλεαίρων,1,0,4
2907,ὄμματα,1,0,10
2908,λῦσαι,1,0,7
2909,ἀλίτηται,1,0,2
2910,ῥυστάζεσκεν,1,0,1
2911,γέγωνέ,1,0,2
2912,δόσαν,2,3,19
2913,εἴσειμι,1,0,2
2914,τέως,1,0,3
2915,βεβήκει,0,1,27
2916,πίθεσθ,0,1,1
2917,χαριεστάτη,1,0,2
2918,ἕλκον,1,0,6
2919,ἕλκετο,0,1,5
2920,ὀτρύνεσκον,1,0,1
2921,ῥέξαι,0,1,6
2922,Τρώων,3,3,214
2923,μάντις,0,2,8
2924,παιπαλοέσσης,1,0,6
2925,νηυσίν,3,3,94
2926,ὕπνον,1,0,20
2927,λέβητας,1,0,6
2928,ὠμηστής,1,0,1
2929,ἄντα,1,0,34
2930,ἦρχ,0,1,21
2931,ἄποινα,8,7,26
2932,ἕταροί,1,0,2
2933,βήσομεν,0,1,1
2934,εἰλήλουθας,0,1,10
2935,ἅπαντας,1,0,12
2936,ὀτρηρώ,0,1,1
2937,ὠφέλετ,1,0,1
2938,Ἕκτορά,2,0,4
2939,ἵκετο,1,1,37
2940,Φθίῃ,0,1,1
2941,ποταμῷ,1,0,15
2942,πυραί,0,1,1
2943,Σάμου,1,0,2
2944,ἀνθρώπων,0,3,95
2945,μεγαλήτορι,2,0,12
2946,ἄγοιτο,1,0,3
2947,ἵπποι,1,0,89
2948,ἐπεστέψαντο,0,1,5
2949,μέλποντες,0,1,1
2950,μέγιστον,2,1,11
2951,εἶμι,2,2,20
2952,πιοῦσα,1,0,1
2953,ἄειδον,0,1,1
2954,ὁμήν,1,0,3
2955,ποθ,2,1,10
2956,θέμις,1,0,21
2957,ἄνδρα,0,1,83
2958,ἤκουσεν,0,1,1
2959,ἐκέλευε,1,0,7
2960,φυλάσσων,1,0,1
2961,Πύλου,0,1,13
2962,γαίων,0,1,4
2963,ποθι,2,1,19
2964,χέουσα,2,1,9
2965,ἀργούς,0,1,1
2966,ἀοιδούς,1,0,1
2967,αὖτέ,0,1,8
2968,Λητοῖ,1,0,3
2969,ἐρείομεν,0,1,1
2970,κέρας,1,0,3
2971,φίλτατόν,1,0,1
2972,ὅττι,1,1,52
2973,Ταλθύβιόν,0,1,1
2974,ἄγοντα,1,0,4
2975,θάμβησαν,1,0,3
2976,αἰδομένω,0,1,1
2977,κλῦθί,0,2,7
2978,εὐεργής,1,0,2
2979,ἱερῆες,1,0,1
2980,Οὐλύμποιο,2,2,24
2981,ξανθῆς,0,1,1
2982,καλέσαντο,0,1,1
2983,πείσεις,2,1,7
2984,κρείων,0,5,55
2985,ζυγόφιν,1,0,1
2986,ἐπηπείλησ,0,1,1
2987,λάθοι,1,0,3
2988,ἔκλε,1,0,1
2989,τοὔνεκά,0,1,8
2990,στῆ,4,1,78
2991,εἰποῦσ,1,0,18
2992,δαέρων,2,0,2
2993,εἶξαν,1,0,2
2994,ἴψαο,0,1,2
2995,μένεος,0,1,8
2996,μοῦνος,1,0,14
2997,Ἄρηος,1,0,34
2998,τραπέζῃ,1,0,5
2999,βουλέων,0,1,2
3000,πτόλεϊ,1,0,1
3001,ἀπόστιχε,0,1,1
3002,μέλλει,1,1,7
3003,ἔτισεν,0,2,3
3004,ἤματα,2,0,54
3005,ὀχθήσας,0,1,27
3006,οὐδέν,1,2,19
3007,ὁρμαίνοντ,1,0,1
3008,ἔτλη,0,1,18
3009,ἐγένοντο,1,1,36
3010,μένων,0,1,14
3011,γυίων,1,0,3
3012,δῆσαι,1,0,1
3013,λελειμμένοι,1,0,1
3014,ἐκπέμψειε,1,0,1
3015,μιμνησκόμενος,1,0,1
3016,ὅσοι,0,1,26
3017,μνησάμενος,1,0,2
3018,ποθέων,1,0,2
3019,θνητός,1,0,8
3020,εὑ,2,0,6
3021,χαίρετε,0,1,2
3022,ἰόνθ,0,1,1
3023,γόοιο,6,0,27
3024,γλώσσης,0,1,1
3025,αἰδώς,1,0,11
3026,κέλεαί,0,1,1
3027,ἀπριάτην,0,1,2
3028,ἰῆς,1,0,2
3029,δάος,1,0,5
3030,ἔμοιγε,0,2,8
3031,τόσσον,1,1,36
3032,ἥδε,1,0,26
3033,ξείνους,1,0,13
3034,νήπιος,1,0,26
3035,φρένα,0,3,46
3036,νημερτές,0,1,12
3037,κλισίην,6,2,31
3038,δεδμημένοι,1,0,5
3039,ἑκατηβόλου,0,1,4
3040,ἐσθλῆς,0,1,3
3041,κρατερόν,0,3,27
3042,παλάμῃς,0,1,1
3043,κακῶν,2,1,19
3044,λάβῃ,1,0,2
3045,θρήνων,1,0,1
3046,προτιάπτω,1,0,1
3047,ἀτρυγέτοιο,1,2,10
3048,βέλεσσιν,1,1,3
3049,ἄνεμος,0,1,18
3050,περιναιέται,1,0,1
3051,ἰσάσκετο,1,0,1
3052,ἐφάνη,1,0,6
3053,ἰθύς,1,0,44
3054,Μενελάῳ,0,1,18
3055,τοῖος,2,0,30
3056,ἠμείβετ,6,5,72
3057,ἐχθοδοπῆσαι,0,1,1
3058,ὑπεροπλίῃσι,0,1,1
3059,ἐπεβήσετο,1,0,7
3060,μεταξύ,0,1,1
3061,ἀμειλίχου,1,0,1
3062,τρητοῖς,1,0,3
3063,ἄφενος,0,1,3
3064,εὗρον,1,1,16
3065,εἵνεχ,1,0,1
3066,γένοντο,0,1,13
3067,αὐτούς,1,1,41
3068,ξίφος,0,3,42
3069,ἔσεταί,0,1,3
3070,κανέοισιν,1,0,5
3071,ἐμός,3,0,34
3072,ὦσε,0,1,15
3073,κληῗδα,1,0,5
3074,καθάπτεσθαι,0,1,1
3075,καθύπερθε,1,0,7
3076,πόλει,1,0,13
3077,ἔθεεν,0,1,3
3078,πλοῦτον,0,1,2
3079,πάντῃ,1,1,27
3080,ἔπλετ,0,1,2
3081,ἐπήν,4,0,45
3082,εἴδομεν,0,1,7
3083,ἄριστοι,1,0,66
3084,Ἑκτορέης,2,0,2
3085,σῖτον,1,0,32
3086,τίμησας,0,1,2
3087,ὑψόροφον,1,0,7
3088,ἀσύφηλον,1,0,2
3089,ἐϋξέστῃ,1,0,2
3090,ὄφρ,0,6,137
3091,βουλεύσαντε,0,1,2
3092,παλλόμενος,1,0,1
3093,χθιζός,0,1,6
3094,φέρειν,0,1,12
3095,χθόνα,2,0,16
3096,μηκέτι,1,0,18
3097,πέρην,1,0,3
3098,πότνια,2,3,66
3099,τοῖσι,5,5,142
3100,ἀρῆξαι,0,1,1
3101,αἰνότατε,0,1,6
3102,Θήβην,0,1,3
3103,κατανεύσω,0,1,1
3104,ἔφαθ,3,0,107
3105,προπάροιθε,1,0,40
3106,βροτοῖσιν,1,0,18
3107,κατέκτα,1,0,7
3108,ἐΰννητόν,1,0,1
3109,λέλοιπεν,0,1,3
3110,κατακτείνας,1,0,4
3111,τεθνάμεναι,1,0,1
3112,νόσφιν,1,1,26
3113,σοῦ,1,0,4
3114,ἠελίοιο,1,1,27
3115,παύσουσα,0,1,1
3116,κλισίης,1,1,14
3117,ἐπιεικές,0,1,8
3118,θαύμαζ,1,0,1
3119,ἔφη,0,1,24
3120,ἀγχοῦ,2,0,28
3121,δώματ,2,2,52
3122,ἰδοῦσ,0,1,3
3123,ἐφύπερθε,1,0,7
3124,ἡρώων,0,1,16
3125,δέδασται,0,1,3
3126,γλυκύ,0,1,1
3127,ποδάρκης,1,1,21
3128,γαλόων,1,0,3
3129,ἠγνοίησεν,0,1,4
3130,ἀπῶσεν,1,0,2
3131,ἔχων,3,5,89
3132,ἠΰτ,0,1,2
3133,ἐϋξέστου,1,0,3
3134,βυσσόν,1,0,1
3135,τετελεσμένος,0,1,1
3136,γυναικί,1,0,14
3137,εἴρεαι,1,0,4
3138,εἴπῃ,1,1,12
3139,ἥμενοι,1,0,9
3140,μέσῳ,1,0,13
3141,πύλας,1,0,24
3142,ταύρων,0,2,5
3143,ἔνθα,3,3,284
3144,ὅς,23,12,602
3145,ἀνέστησεν,1,0,1
3146,κεῖσ,1,0,12
3147,θανάτοιό,2,0,2
3148,λιτανεύσομεν,1,0,1
3149,Κρονίωνι,1,2,16
3150,ψεῦδός,1,0,2
3151,ἀποδάσσομαι,1,0,2
3152,ἀθανάτοις,1,0,4
3153,ὁμηγερέες,3,1,9
3154,τέκνον,1,2,38
3155,γούνατα,2,0,12
3156,κατακείμενος,1,0,2
3157,γλυκεροῦ,1,0,1
3158,ἀνέβη,0,1,1
3159,μέσσῃς,1,0,1
3160,θοήν,2,1,36
3161,τάρβει,1,0,4
3162,ταμών,1,0,4
3163,κατεβήσετο,1,0,7
3164,πάρα,2,0,32
3165,σφάξ,1,0,1
3166,ᾦξε,1,0,1
3167,ἀΐξας,1,0,10
3168,κλαίοισθα,1,0,1
3169,μύσαν,1,0,1
3170,Μενοιτιάδῃ,0,1,4
3171,καλέει,1,0,3
3172,ζώοντος,1,0,6
3173,καῖε,0,1,4
3174,εἷσαν,2,0,7
3175,πως,2,2,72
3176,ὑψηλοῖσι,1,0,5
3177,ἕποντο,2,1,67
3178,κέατ,1,0,2
3179,κατθάψαι,1,0,1
